"";"X.1";"X";"no";"date_publish";"province";"source_web";"url";"key_word";"date_access";"species";"kabupaten_m";"quantity";"news_publish";"news_title";"news_content"
"47";47;47;47;"26/02/2020";"ntt";"tribun_jateng";"https://jateng.tribunnews.com/2020/02/26/ratusan-babi-di-peternakan-warga-mendadak-mati-penyebabnya-masih-misteri";"babi ""mati"" ""sumatera utara"" ""2020""";"14/10/2024";"domestic";"Kota Kupang, Nusa Tenggara Timur";"221";"Tayang: Rabu, 26 Februari 2020 03:39 WIB";"Ratusan Babi di Peternakan Warga Mendadak Mati, Penyebabnya Masih Misteri";"TRIBUNJATENG.COM, KUPANG - Ratusan ekor babi mendadak mati tanpa diketahui penyebabnya.Persisnya sebanyak 221 ekor babi dari peternakan milik warga dilaporkan mati di Kota Kupang, Nusa Tenggara Timur (NTT).Kepala Dinas Peternakan NTT Dany Suhadi mengatakan, pihaknya belum mengetahui penyebab ratusan babi itu mati mendadak.• Seperti Apa Media-Media Asing Beritakan Banjir Jakarta?• Besok Masuk Bulan Rajab 2020, Ini Niat Puasa Rajab, Berapa Hari Dilaksanakan, dan Keutamaannya• Ular Piton di Bawah Jembatan Tegalsari Semarang Resahkan Warga, Bersarang Dekat Stok Wirok• Nonton TV Online Live Streaming SCTV Napoli Vs Barcelona Liga Champion Malam Ini, Laga Spesial MessiKalau ratusan babi yang mati di Kabupaten Belu itu sudah positif terkena virus African Swine Fever (ASF) atau virus flu babi.Tapi di Kota Kupang, penyebabnya belum diketahui pasti, kata Dany saat dihubungi Kompas.com, Selasa (25/2/2020).Dinas Peternakan NTT telah mengirimkan sampel darah dan organ tubuh babi yang mati ke Laboratorium Balai Veteriner Medan, Sumatera Utara.Pengiriman organ tubuh babi itu dilakukan untuk mencari tahu penyebab kematian ternak milik warga tersebut.Dany juga meminta masyarakat membantu pemerintah melakukan pencegahan terhadap penyebaran virus tersebut.Pihaknya, kata Dany, masih terus mendata jumlah babi yang mati di kabupaten lainnya di NTT.Nanti akan kami sampaikan jika data sudah kami terima, kata Dany. (*)Artikel ini telah tayang di Kompas.com dengan judul 221 Babi Mati Mendadak di Kota Kupang, Penyebabnya Masih Misteri• Remaja Klaten Melakukan Seks dengan Jok Motor Berhias Pakaian Dalam Wanita Curian, Digrebek Warga• Innalillahi Wa Innailaihi Rojiun, Wanita Berdaster Hijau Ditemukan Meninggal, Ini Ciri-cirinya• Isfan Tersangka Tragedi Susur Sungai SMPN 1 Turi Menangis Seusai Minta Maaf dari Lubuk Paling Dalam• Shin Tae-yong Heran dengan Dua Hal Ini di Sepak Bola Indonesia"
"48";48;48;48;"05/02/2020";"bali";"trenasia";"https://www.trenasia.com/ratusan-babi-di-bali-mati-mendadak-pemerintah-segera-investigasi";"babi ""mati"" ""sumatera utara"" ""2020""";"14/10/2024";"domestic";"";"800";"";NA;NA
"49";49;49;49;"10/03/2020";"sumatera barat";"kompas_id";"https://www.kompas.id/baca/nusantara/2020/03/10/sedikitnya-7-500-babi-di-mentawai-mati-akibat-asf";"babi ""mati"" ""sumatera barat"" ""2020""";"14/10/2024";"domestic";"Pulau Sipora, Kepulauan Mentawai, Sumatera Barat";"7500";"2020-03-10 03:30:49";"Sedikitnya 7.500 Babi di Mentawai Mati akibat ASF";"TUAPEJAT, KOMPAS — Sedikitnya 7.500 ekor babi di Pulau Sipora, Kepulauan Mentawai, Sumatera Barat, mati akibat demam babi afrika sejak awal tahun. Pemerintah daerah meningkatkan biosekuriti peternakan babi tersisa dan melarang distribusi babi ke luar Pulau Sipora untuk mencegah demam babi afrika (african swine fever/ASF) merebak ke pulau lainnya di Mentawai.Kepala Dinas Ketahanan Pangan dan Pertanian Kepulauan Mentawai Hatisama Hura, Senin (9/3/2020), mengatakan, kematian babi akibat ASF di Pulau Sipora mulai terjadi sejak Tahun Baru 1 Januari 2020. Sejak itu, secara bertahap kematian babi terus berlangsung hingga sekarang.”Ada 7.500 ekor babi mati sejak Januari. Matinya tidak sekaligus. Awalnya terjadi di Mapadegat, Tuapejat, Kecamatan Sipora Utara, kemudian menyebar hingga Saureinu, Kecamatan Sipora Selatan. Positif ASF berdasarkan hasil uji laboratorium Balai Veteriner Bukittinggi,” kata Hatisama ketika dihubungi dari Padang, Senin.Menurut Hatisama, ASF menyerang semua varietas babi di Pulau Sipora, baik varietas Nias, varietas campuran Simalungun, maupun varietas lokal. Peternakan babi di Kepulauan Mentawai merupakan peternakan rakyat skala kecil dengan jumlah babi maksimal 20 ekor. Hatisama melanjutkan, kematian babi akibat wabah ASF hanya terjadi di Pulau Sipora.Di pulau besar lain kabupaten itu, seperti Siberut, Pagai Utara, dan Pagai Selatan, belum ditemukan wabah ASF yang memicu kematian massal babi. Virus ASF yang menyebar di Kepulauan Mentawai diduga kuat berasal dari Sumatera Utara, yang juga mengalami wabah ASF. Pedagang babi menyelundupkan daging babi mentah ke Tuapejat. Aktivitas ini tidak terpantau petugas karantina pertanian karena disembunyikan di antara kotak ikan.Sampai saat ini, kata Hatisama, kematian babi akibat ASF masih terjadi di Pulau Sipora. Untuk mencegah wabah menyebar ke pulau lain, pemerintah kabupaten telah mengeluarkan surat edaran untuk camat, kepala desa, dan gereja yang melarang pengiriman babi, hidup ataupun mentah, dari Sipora ke pulau lain, seperti Siberut, Pagai Utara, dan Pagai Selatan.Sementara itu, bagi peternakan babi di Sipora, kata Hatisama, Dinas Ketahanan Pangan dan Pertanian Kepulauan Mentawai membagikan disinfektan ke peternak untuk disemprotkan ke kandang babi. Wabah ASF menyebabkan kelangkaan daging babi di Pulau Sipora. Harganya melonjak dari Rp 30.000-Rp 40.000 per kilogram menjadi Rp 70.000 per kilogram.”Wabah ASF sangat berpengaruh ke perekonomian masyarakat,” ujarnya. Kepala Desa Sipora Jaya Muslimat mengatakan, ada tujuh keluarga beternak babi di desa dan semuanya terdampak. Meskipun demikian, tidak semua babi peternak itu mati.”Dalam sebulan terakhir, ada sekitar 40 ekor hingga 50 ekor babi yang mati. Peternak mengalami kerugian,” ujarnya. Muslimat berharap petugas dinas bisa turun ke desanya. Harapannya, ASF tidak menyebar luas dan ternak babi yang tersisa tidak ikut mati.Jalur ditutupKepala Bidang Kesehatan Hewan Dinas Peternakan dan Kesehatan Hewan Sumbar Zed Abbas mengatakan, selain di Kepulauan Mentawai, kasus ASF juga ditemukan di Pasaman akhir Desember 2019 dengan sedikitnya 100 ekor babi mati. Zed melanjutkan, jalur distribusi babi sebenarnya sudah ditutup sejak Desember 2019.Di Pasaman Barat, penyebaran ASF dapat dicegah begitu diketahui ada kematian babi. Namun, untuk di Kepulauan Mentawai, distribusi babi lepas dari pemantauan. ”Jadi diselundupkan. Akhirnya, ketahuan dari pembeli. Ada kapal ikan masuk (bawa daging babi mentah),” ujar Zed."
"50";50;50;50;"24/02/2020";"sumatera barat";"okezone";"https://news.okezone.com/read/2020/02/24/340/2173092/6-babi-di-mentawai-mati-diduga-terserang-virus-asf";"babi ""mati"" ""sumatera barat"" ""2020""";"14/10/2024";"domestic";" Sipora, Kabupaten Kepulauan Mentawai, Sumatera Barat";"6000";"";NA;NA
"51";51;51;51;"11/03/2020";"sumatera barat";"liputan6";"https://www.liputan6.com/regional/read/4198918/virus-babi-afrika-mewabah-di-mentawai-ribuan-babi-mati-mendadak";"babi ""mati"" ""sumatera barat"" ""2020""";"14/10/2024";"domestic";"Pulau Sipora Mentawai, Kabupaten Kepulauan Mentawai, Sumatera Barat";"7500";"";NA;NA
"52";52;52;52;"29/04/2020";"ntt";"riausky";"https://riausky.com/news/detail/49686/bukan-corona-6998-ekor-babi-di-pulau-timor-ntt-mati-karena-virus-afrika.html";"babi ""mati"" ""riau"" ""2020""";"14/10/2024";"domestic";"Pulau Timor, Kupang, Nusa Tenggara Timur";"6998";"";NA;NA
"53";53;53;53;"31/01/2020";"bali";"tribun_bali";"https://bali.tribunnews.com/2020/01/31/kematian-babi-mendadak-di-bali-kini-merambat-ke-gianyar-36-ekor-mati-secara-misterius-di-sukawati";"babi ""mati"" ""riau"" ""2020""";"14/10/2024";"domestic";"Kabupaten Gianyar, Bali";"36";"Tayang: Jumat, 31 Januari 2020 07:43 WITA";"Kematian Babi Mendadak di Bali Kini Merambat ke Gianyar, 36  Ekor Mati Secara Misterius di Sukawati";"Kematian Babi Mendadak di Bali Kini Merambat ke Gianyar, 36  Ekor Mati Secara MisteriusTRIBUN-BALI.COM, GIANYAR – Kasus kematian babi secara mendadak oleh penyebab yang masih misterius kini merambat ke Kabupaten Gianyar, Bali.Sebanyak 36 ekor babi dilaporkan mati di daerah tersebut.Dengan demikian kasus kematian ternak itu sudah melanda empat kabupaten dan  kota di Bali yaitu Denpasar, Kabupaten Badung, Kabupaten Tabanan dan Gianyar.Berdasarkan data Dinas Peternakan (Dintanak)  Kabupaten Gianyar, Kamis (30/1), jumlah babi yang mati secara misterius sebanyak 36 ekor.Lokasinya di Banjar Abasan, Kecamatan Singapadu, Sukawati, Gianyar.Gejala babi sebelum mati beragam. Ada yang mencret darah dan tidak nafsu makan.Seorang peternak asal Payangan, I Wayan Arya berharap  pihak berwenang segera mengungkap penyebabnya dan memberikan solusi.“Kami ingin tahu apa penyebab dan bagaimana cara mengatasi agar ternak kami tidak seperti itu.Semoga pemerintah segera memecahkan permasalahan ini,” ujarnya.Kebid Kesehatan Hewan dan Kesehatan Masyarakat Fetrinear, Dintanak Gianyar, Made Santiarka, mengatakan laporan awal yang diterima dari warga sekitar 70-an ekor babi yang mati misterius.Setelah didata jumlah babi yang mati hanya 36 ekor.Namun pihaknya belum memastikan apakah kematian babi tersebut akibat virus ASF.  Sampel babi masih diteliti.“Kami belum mengetahui penyebab kematian babi-babi ini karena hasil laboratorium belum keluar,” ujarnya, Kamis (30/1)."
"54";54;54;54;"03/07/2020";"sumatera selatan";"antara_bengkulu";"https://bengkulu.antaranews.com/berita/112550/ratusan-babi-mati-mendadak-di-palembang-diduga-terserang-asf";"babi ""mati"" ""bengkulu"" ""2020""";"14/10/2024";"domestic";"kawasan Talang Buruk Kecamatan Alang-Alang Lebar Kota Palembang";"878";"Jumat, 3 Juli 2020 20:32 WIB";"Ratusan babi mati mendadak di Palembang diduga terserang ASF";"Palembang (ANTARA) - Pemerintah Kota Palembang menyelidiki kasus 878 ekor babi ternak mati mendadak di kawasan Talang Buruk Kecamatan Alang-Alang Lebar Kota Palembang yang diduga terserang penyakit demam babi afrika atau Africa Swine Faver (ASF).Kepala Seksi Kesehatan Hewan Dinas Pertanian dan Ketahanan Pangan Kota Palembang, drh Jafrizal di Palembang, Jumat, mengatakan telah mengirimkan sampel swab ke Balai Veteriner Lampung untuk diuji sembari menyelidiki dugaan 878 ekor babi tersebut masuk secara ilegal.Hari ini sampelnya baru dikirim, mungkin pekan depan hasilnya sudah keluar, di Palembang kasus kematian mendadak babi dalam jumlah banyak seperti ini baru pertama kali ini terjadi, kata Jafrizal yang juga Kepala Otoritas Veteriner Kota Palembang.Dugaan penyakit Demam Babi Afrika menurutnya berdasarkan tanda fisik tubuh babi saat mati dari keterangan peternak, yakni pendarahan pada bagian telinga, bawah kulit dan kaki.Menurut laporan peternak, semula beberapa ekor babi mati pada Maret 2020, namun peternak menganggapnya hal biasa, barulah pada akhir Mei ratusan babi mati mendadak dengan gejala serupa sehingga peternak menginformasikan ke pihak terkait.Tetapi ratusan bangkai babi tersebut langsung dikuburkan oleh peternak agar tidak meluas, sehingga petugas tidak sempat mengambil sampel langsung dari babi, namun sampel swab kandang seperti air minum babi dan kotorannya masih dapat diambil untuk diuji.Menurutnya, probabilitas kematian babi yang disebabkan demam babi afrika memang terbilang tinggi, namun tidak sampai menular ke manusia seperti flu babi (H1N1) dan masyarakat tidak perlu khawatir.Selain mengirimkan sampel, pihaknya juga menyelidiki asal datangnya babi sebab peternak hanya mengambil dari pengepul dan pengepul tersebut belum bisa digali keterangannya sehingga diduga masuk secara ilegal.Kami tanyakan babi-babi itu ada surat izinnya atau tidak, karena kalau ada suratnya pasti Dinas Peternakan Sumsel mengizinkan dan harus lewat rekomendasi kami, tetapi selama ini kami tidak pernah terima rekomendasi untuk masuknya babi itu, jelas Jafrizal yang masih menjabat sebagai Ketua Persatuan Dokter Hewan Indonesia Sumsel.Ia memperkirakan babi yang mati mendadak itu berasal dari Medan atau lampung, sebab dua wilayah tersebut sudah ada temuan kematian babi akibat ASF yang lebih besar jumlahnya."
"55";55;55;55;"11/02/2020";"bali";"antara_bengkulu";"https://bengkulu.antaranews.com/berita/93354/888-babi-mati-dalam-sebulan-terakhir-di-bali-kementan-beri-penjelasan?&m=false";"babi ""mati"" ""bengkulu"" ""2020""";"14/10/2024";"domestic";"Kabupaten Badung, Bangli, Buleleng, Denpasar, Gianyar, dan Tabanan";"888";"Selasa, 11 Februari 2020 15:02 WIB";"888 babi mati dalam sebulan terakhir di Bali, Kementan beri penjelasan";"Jakarta (ANTARA) - Ditjen Peternakan dan Kesehatan Hewan Kementerian Pertanian (Kementan) mencatat kasus kematian babi di Provinsi Bali dalam satu bulan terakhir mencapai 888 ekor yang pada beberapa lokasi peternakan.Namun demikian Direktur Kesehatan Hewan Kementan Fadjar Sumping Tjatur Rasa menegaskan bahwa kematian babi tersebut belum dipastikan karena penyakit African Swine Fever (ASF) atau yang biasa dikenal sebagai virus flu babi Afrika.Perlu dicatat bahwa kematian babi tersebut belum pasti karena ASF. Kami masih dalam proses pengujian dan diagnosa, kata Fadjar Sumping dalam pesan yang diterima Antara di Jakarta, Selasa.Fadjar menyebutkan bahwa kasus kematian pada 888 ekor babi ditemukan di Kabupaten Badung, Bangli, Buleleng, Denpasar, Gianyar, dan Tabanan.Ia menjelaskan bahwa kematian babi yang diduga karena ASF tersebut masih memerlukan pengujian dan diagnosa di laboratorium rujukan yang saat ini sedang dalam proses.Kepala Dinas Pertanian dan Ketahanan Pangan Provinsi Bali Ida Bagus Wisnuardhana menyebutkan bahwa peningkatan kasus kematian ini kemungkinan akibatmasuknya agen penyakit baru serta didukung faktor lingkungan kandang yang kurang bersih dan sehat.Penularan dapat terjadi melalui kontak antara babi sakit dengan babi sehat atau sumber lainnya seperti pakan, peralatan kandang, dan sarana lainnya, kata Wisnuardhana, dalam keterangan sebelumnya.Wisnuardhana menduga kasus kematian babi di beberapa kabupaten/kota ini disebabkan oleh virus, dan hal ini telah menimbulkan kerugian ekonomi akibat bertambahnya kematian dan membuat peternak menjual babi secara tergesa-gesa dengan harga murah.Berdasarkan hasil penelusuran ke lokasi kasus, babi yang mati menunjukkan tanda klinis seperti demam tinggi, kulit kemerahan, terutama pada daun telinga, inkordinasi, dan pneumonia. Menurut dia, ini merupakan kasus terindikasi ASF.Indikasi ini juga didukung hasil pengujian laboratorium BBVet Denpasar, namun untuk konfirmasi masih memerlukan pengujian dan diagnosa di laboratorium rujukan yg saat ini sedang dalam proses.Adapun langkah-langkah strategis Pemda Bali dan Kementan untuk mencegah penyebaran penyakit adalah melalui pembentukan jejaring informasi dan respons cepat penanganan kasus, investigasi terhadap sumber penularan, hingga pengambilan sampel babi untuk pemeriksaan laboratorium.Melalui komunikasi, informasi dan edukasi yang melibatkan desa adat, asosiasi peternak babi dan masyarakat peternak, kita ajak mereka untuk meningkatkan kewaspadaan terhadap penularan penyakit pada babi dengan menerapkan biosekuriti pada kandang, tambah Wisnuardhana.Ia juga menyampaikan bahwa telah dilakukan pengawasan terhadap tempat-tempat pemotongan babi, untuk memastikan kesesuaian tata cara pemotongan ternak dengan standar operasional prosedur."
"56";56;56;56;"11/07/2020";"sumatera selatan";"antara_bengkulu";"https://bengkulu.antaranews.com/berita/113882/878-babi-mati-di-palembang-positif-demam-afrika?&m=false";"babi ""mati"" ""bengkulu"" ""2020""";"14/10/2024";"domestic";"kawasan Talang Buruk Palembang";"878";"Sabtu, 11 Juli 2020 23:50 WIB";"878 babi mati di Palembang positif demam afrika";"Palembang (ANTARA) - Sebanyk 878 ekor babi yang mati mendadak di Kota Palembang karena terserang Africa Swine Faver atau Demam Babi Afrika berdasarkan hasil pemeriksaan salah satu sampel yang dikirim ke Balai Veteriner Lampung.Sudah positif untuk daging (sampel) yang dijual di pasar, kalau di kandang sudah tidak ditemukan lagi, ujar Kepala Seksi Kesehatan Hewan Dinas Pertanian dan Ketahanan Pangan Kota Palembang, drh Jafrizal kepada Antara, Sabtu.Menurut dia, meski mungkin sudah ada yang dikonsumsi oleh warga, daging babi tersebut tetap aman karena jenis penyakit itu hanya menular dari hewan yang sakit ke hewan lainnya, serta belum pernah terbukti menular ke manusia.Sebelumnya pada akhir Mei 2020, ratusan babi milik peternak di kawasan Talang Buruk Palembang mati mendadak dengan gejala demam tinggi dan merah pada kulit, namun ternyata kasus tersebut sudah terjadi sejak Maret dan total terdapat 878 ekor babi yang mati.Selain menyelediki kematian babi yang baru pertama kali terjadi di kota pempek itu, pihaknya juga menyebut masuknya ratusan babi tersebut ilegal, karena tidak memiliki izin dari Dinas Peternakan dan Ketahanan Pangan (DPKP) Sumsel.Harunya ada izin masuk dari DPKP Sumsel dan surat kesehatan hewan dari daerah asal, sebab babi-babi ini datangnya dari provinsi lain, tambah drh Jafrizal yang juga pejabat otoritas veteriner Kota Palembang.Atas temuan positif dan ilegal tersebut, Pemkot Palembang akan melakukan pembinaan kepada pedagang dan pemasok agar memperhatikan masalah adminstrasi tekait izin masuk serta surat kesehatan hewan.Yang penting diperhatikan adalah dilarang memasukkan hewan dari daerah yang terserang wabah, tambahnya.Pihaknya juga akan meningkatkan pengawasan lalu lintas hewan ternak, meningkatkan usaha desinfekai dan biosecurity ditempat penampungan dan kandang."
"57";57;57;57;"12/07/2020";"sumatera selatan";"sumatra_bisnis";"https://sumatra.bisnis.com/read/20200712/533/1264728/878-ekor-ternak-babi-mati-di-palembang-positif-terserang-demam-afrika";"babi ""mati"" ""lampung"" ""2020""";"14/10/2024";"domestic";"kawasan Talang Buruk Palembang";"878";"";NA;NA
"58";58;58;58;"04/07/2020";"sumatera selatan";"inews_sumsel";"https://sumsel.inews.id/berita/878-babi-ternak-di-palembang-mati-mendadak-diduga-terjangkit-demam-babi-afrika";"babi ""mati"" ""lampung"" ""2020""";"14/10/2024";"domestic";"kawasan Talang Buruk, Kecamatan Alang-Alang Lebar, Palembang, Sumatera Selatan";"878";"";NA;NA
"59";59;59;59;"04/07/2020";"sumatera selatan";"sripoku";"https://palembang.tribunnews.com/2020/07/04/ada-ratusan-babi-mati-apa-beda-flu-babi-dengan-demam-babi-afrika-berikut-penjelasan-pdhi-sumsel";"babi ""mati"" ""lampung"" ""2020""";"14/10/2024";"domestic";"kawasan Talang Buruk, Kecamatan Alang-alang Lebar, Palembang";"878";"";NA;NA
"60";60;60;60;"30/10/2020";"ntt";"metro7";"https://metro7.co.id/nasional/nusa-tenggara-timur-ntt/ratusan-babi-mati-terkapar-diduga-terpapar-bakteri-streptococcus/2020/";"babi ""mati"" ""bangka belitung"" ""2020""";"14/10/2024";"domestic";"Dusu Weto, Desa Galang, Kecamatan Welak, Kabupaten Manggarai Barat, Flores, Nusa Tenggara Timur";"100";"";NA;NA
"61";61;61;61;"25/02/2020";"bali";"tribun_bali";"https://bali.tribunnews.com/2020/02/25/116-ekor-babi-pt-abs-di-buleleng-juga-mati-masyarakat-diminta-tak-resah?page=1";"babi ""mati"" ""bangka belitung"" ""2020""";"14/10/2024";"domestic";"PT Anugrah Bersama Sukses (ABS) di Desa Bila, Kubutambahan";"116";"Tayang: Selasa, 25 Februari 2020 09:29 WITA";"116 Ekor Babi PT ABS di Buleleng juga Mati, Masyarakat Diminta Tak Resah";"TRIBUN-BALI.COM, SINGARAJA - Selain Karangasem, kasus kematian babi di Buleleng juga kian meluas.Setelah di Desa Bungkulan, Kecamatan Sawan, kini ratusan ekor babi milik PT Anugrah Bersama Sukses (ABS) di Desa Bila, Kubutambahan dilaporkan mati mendadak.Akibat kejadian tersebut, salah satu perusahaan ternak babi terbesar di Buleleng ini mengalami kerugian hingga puluhan juta rupiah.Pengawas PT ABS, Nyoman Suardana nenyebutkan, sejak 18 Februari hingga saat ini, total sudah ada 116 ekor babi yang mati.Kebanyakan, babi yang mati itu adalah indukan yang dalam kondisi bunting.• Nasib Pilu Pegawai Kontrak di Karangasem Ngutang untuk Galungan, Sejak Januari Belum Terima Gaji• Tersangkut Kasus Narkotik, Kakak Almarhum Jro Jangol Jalani Sidang Perdana di PN Denpasar• Banyak Warga Resah karena Aksi Jalanan, Polisi Imbau agar Masyarakat Melapor untuk DitanganiSebelum mati, babi tersebut menunjukan gejala tidak mau makan, dari dalam mulut keluar busa dan darah.Matinya cepat sekali. Misalnya pagi tidak mau makan, sorenya sudah langsung mati. Awalnya tanggal 18 (Februari) itu ada lima ekor induk babi yang mati. Kemudian merembet sampai sekarang jumlah yang mati sudah 118 ekor, terangnya, Senin (24/2/2020).Untuk mencegah kematian ini merembet ke babi yang lain, PT ABS telah mengubur ratusan bangkai babi tersebut, dan melakukan upaya penyemprotan cairan desinfektan.• Babak Baru Kasus Pencabulan Oknum Guru di Badung, Tersangka Ditahan & Sita Bukti Ini• Ibu Negara Iriana Joko Widodo Canangkan Peningkatan Kesehatan dan Kualitas Lingkungan Masyarakat• Korea Selatan Kini Menjadi Pusat Penyebaran Virus Corona Terbesar di Luar ChinaKami juga sudah laporkan kasus ini ke Dinas Pertanian. Mudah-mudahan penyakit ini tidak merembet ke babi yang lain, ucapnya sembari menyebutkan, saat ini jumlah babi yang dimiliki PT ABS sebanyak 1.800 ekor.Sementara itu Camat Kubutambahan, Made Suyasa mengimbau kepada masyarakat agat tidak resah.Ia berjanji segera berkoordinasi dengan Dinas Pertanian Buleleng agar kasus ini tidak menyebar ke peternakan lain.Ini harus jadi perhatian khusus, agar tidak menimbulkan konflik dan keresahan di masyarakat.Kami juga mengimbau kepada PT ABS untuk mengubur semua bangkai babinya, agar penyakit ini tidak berkembang, tutupnya.• Guru dan Pembina Ditetapkan Jadi Tersangka Baru Kasus Susur Sungai yang Tewaskan 10 Siswa• Petugas Parkir Diduga Mark-up Tarif di RSUP Sanglah Langsung Di-SP, Bermula dari Mesin Print Rusak• Kemenkum HAM Segera Blokir Paspor WNI Eks ISIS, Khusus untuk yang DewasaMasyarakat Diminta Tak Resah"
"62";62;62;62;"11/02/2020";"bali";"antara_gorontalo";"https://gorontalo.antaranews.com/berita/101946/kementan-temukan-888-ekor-babi-mati-di-bali-dalam-satu-bulan";"babi ""mati"" ""jakarta"" ""2020""";"14/10/2024";"domestic";"Kabupaten Badung, Bangli, Buleleng, Denpasar, Gianyar, dan Tabanan";"888";"Selasa, 11 Februari 2020 15:26 WIB";"Kementan temukan 888 ekor babi mati di Bali dalam satu bulan";"Jakarta (ANTARA) - Ditjen Peternakan dan Kesehatan Hewan Kementerian Pertanian (Kementan) mencatat kasus kematian babi di Provinsi Bali dalam satu bulan terakhir mencapai 888 ekor yang pada beberapa lokasi peternakan.Namun demikian Direktur Kesehatan Hewan Kementan Fadjar Sumping Tjatur Rasa menegaskan bahwa kematian babi tersebut belum dipastikan karena penyakit African Swine Fever (ASF) atau yang biasa dikenal sebagai virus flu babi Afrika.Perlu dicatat bahwa kematian babi tersebut belum pasti karena ASF. Kami masih dalam proses pengujian dan diagnosa, kata Fadjar Sumping dalam pesan yang diterima Antara di Jakarta, Selasa.Fadjar menyebutkan bahwa kasus kematian pada 888 ekor babi ditemukan di Kabupaten Badung, Bangli, Buleleng, Denpasar, Gianyar, dan Tabanan.Ia menjelaskan bahwa kematian babi yang diduga karena ASF tersebut masih memerlukan pengujian dan diagnosa di laboratorium rujukan yang saat ini sedang dalam proses.Kepala Dinas Pertanian dan Ketahanan Pangan Provinsi Bali Ida Bagus Wisnuardhana menyebutkan bahwa peningkatan kasus kematian ini kemungkinan akibatmasuknya agen penyakit baru serta didukung faktor lingkungan kandang yang kurang bersih dan sehat.Penularan dapat terjadi melalui kontak antara babi sakit dengan babi sehat atau sumber lainnya seperti pakan, peralatan kandang, dan sarana lainnya, kata Wisnuardhana, dalam keterangan sebelumnya.Wisnuardhana menduga kasus kematian babi di beberapa kabupaten/kota ini disebabkan oleh virus, dan hal ini telah menimbulkan kerugian ekonomi akibat bertambahnya kematian dan membuat peternak menjual babi secara tergesa-gesa dengan harga murah.Berdasarkan hasil penelusuran ke lokasi kasus, babi yang mati menunjukkan tanda klinis seperti demam tinggi, kulit kemerahan, terutama pada daun telinga, inkordinasi, dan pneumonia. Menurut dia, ini merupakan kasus terindikasi ASF.Indikasi ini juga didukung hasil pengujian laboratorium BBVet Denpasar, namun untuk konfirmasi masih memerlukan pengujian dan diagnosa di laboratorium rujukan yg saat ini sedang dalam proses.Adapun langkah-langkah strategis Pemda Bali dan Kementan untuk mencegah penyebaran penyakit adalah melalui pembentukan jejaring informasi dan respons cepat penanganan kasus, investigasi terhadap sumber penularan, hingga pengambilan sampel babi untuk pemeriksaan laboratorium.Melalui komunikasi, informasi dan edukasi yang melibatkan desa adat, asosiasi peternak babi dan masyarakat peternak, kita ajak mereka untuk meningkatkan kewaspadaan terhadap penularan penyakit pada babi dengan menerapkan biosekuriti pada kandang, tambah Wisnuardhana.Ia juga menyampaikan bahwa telah dilakukan pengawasan terhadap tempat-tempat pemotongan babi, untuk memastikan kesesuaian tata cara pemotongan ternak dengan standar operasional prosedur."
"63";63;63;63;"29/04/2020";"ntt";"detik";"https://news.detik.com/berita/d-4996634/ancaman-flu-babi-afrika-bikin-peternak-rugi-di-kala-pandemi";"babi ""mati"" ""jakarta"" ""2020""";"14/10/2024";"domestic";"";"6998";"Rabu, 29 Apr 2020 23:15 WIB";"Ancaman Flu Babi Afrika Bikin Peternak Rugi di Kala Pandemi";"Ribuan babi mati di Provinsi Nusa Tenggara Timur (NTT) karena serangan virus African Swine Fever (ASF). Karena hal ini, peternak babi di provinsi tersebut mengalami kerugian.Dinas Peternakan NTT mencatat ada 6.988 ekor babi ternak milik warga mati karena virus flu babi Afrika tersebut. Kematian pun diperkirakan akan terus bertambah.Virus ASF memang masih menyerang ternak babi milik warga, terutama Pulau Timor. Kami mencatat hingga kini kasus kematian mencapai 6.998 ekor, kata Kepala Dinas Peternakan NTT Dani Suhadi kepada wartawan di Kupang, seperti dilansir Antara, Rabu (29/4/2020).ADVERTISEMENTSCROLL TO CONTINUE WITH CONTENTDia mengungkapkan, pada pertengahan Maret lalu, sudah ada 4.800 ekor babi yang mati disebabkan virus yang sama. Dijelaskan Dani, serangan virus ASF yang menyebabkan ribuan ekor babi mati itu terjadi pada semua wilayah di Pulau Timor, dengan kasus terbanyak terjadi di Kabupaten Kupang.Kasus kematian ini tidak hanya melanda ternak babi milik warga, tetapi juga di pusat pembibitan milik pemerintah, katanya.Karena kejadian ini, masyarakat dan warga resah. Lantaran, kematian babi membuat mereka kehilangan sumber pendapatan yang menunjang kebutuhan ekonomi rumah tangga mereka."
"64";64;64;64;"04/07/2020";"ntt";"ayojakarta";"https://www.ayojakarta.com/nasional/pr-76753366/22-Ribu-Babi-Mati-Diserang-Virus-ASF";"babi ""mati"" ""jakarta"" ""2020""";"14/10/2024";"domestic";"";"22000";"";NA;NA
